,Unnamed: 0,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
731,732,200602100SEA,https://www.basketball-reference.com/boxscores/pbp/200602100SEA.html,Seattle SuperSonics,Atlanta Hawks,SEA,ATL,R. Swift,J. Smith,A. Harrington,ATL,SEA,Z. Pachulia,/players/p/pachuza01.html,ATL,SEA,J. Smith,/players/s/smithjo03.html,R. Swift,/players/s/swiftro01.html,1.0
732,733,200602110CLE,https://www.basketball-reference.com/boxscores/pbp/200602110CLE.html,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,Z. Ilgauskas,A. Foyle,L. James,CLE,GSW,D. Gooden,/players/g/goodedr01.html,CLE,GSW,Z. Ilgauskas,/players/i/ilgauzy01.html,A. Foyle,/players/f/foylead01.html,1.0
733,734,200602110MIN,https://www.basketball-reference.com/boxscores/pbp/200602110MIN.html,Minnesota Timberwolves,New Orleans/Oklahoma City Hornets,MIN,NOK,K. Garnett,P. Brown,M. Madsen,MIN,NOK,A. Carter,/players/c/cartean01.html,MIN,NOK,K. Garnett,/players/g/garneke01.html,P. Brown,/players/b/brownpj01.html,1.0
734,735,200602110HOU,https://www.basketball-reference.com/boxscores/pbp/200602110HOU.html,Houston Rockets,Utah Jazz,HOU,UTA,Y. Ming,J. Collins,Y. Ming,HOU,UTA,J. Howard,/players/h/howarju01.html,HOU,UTA,Y. Ming,/players/m/mingya01.html,J. Collins,/players/c/collija03.html,1.0
735,736,200602110MIL,https://www.basketball-reference.com/boxscores/pbp/200602110MIL.html,Milwaukee Bucks,Charlotte Bobcats,MIL,CHA,J. Magloire,M. Ely,A. Bogut,MIL,CHA,T. Ford,/players/f/fordtj01.html,MIL,CHA,J. Magloire,/players/m/magloja01.html,M. Ely,/players/e/elyme01.html,1.0
736,737,200602110LAL,https://www.basketball-reference.com/boxscores/pbp/200602110LAL.html,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,K. Brown,P. Gasol,P. Gasol,MEM,LAL,C. Atkins,/players/a/atkinch01.html,MEM,LAL,P. Gasol,/players/g/gasolpa01.html,K. Brown,/players/b/brownkw01.html,1.0
737,738,200602120IND,https://www.basketball-reference.com/boxscores/pbp/200602120IND.html,Indiana Pacers,San Antonio Spurs,IND,SAS,J. Foster,R. Nesterović,M. Ginóbili,SAS,IND,T. Parker,/players/p/parketo01.html,SAS,IND,R. Nesterović,/players/n/nestera01.html,J. Foster,/players/f/fosteje01.html,1.0
738,739,200602120WAS,https://www.basketball-reference.com/boxscores/pbp/200602120WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,J. Jeffries,S. Dalembert,G. Arenas,WAS,PHI,A. Jamison,/players/j/jamisan01.html,WAS,PHI,J. Jeffries,/players/j/jeffrja01.html,S. Dalembert,/players/d/dalemsa01.html,1.0
739,740,200602120MIA,https://www.basketball-reference.com/boxscores/pbp/200602120MIA.html,Miami Heat,Detroit Pistons,MIA,DET,S. O'Neal,B. Wallace,R. Hamilton,MIA,DET,J. Williams,/players/w/willija02.html,DET,MIA,S. O'Neal,/players/o/onealsh01.html,B. Wallace,/players/w/wallabe01.html,0.0
740,741,200602120BOS,https://www.basketball-reference.com/boxscores/pbp/200602120BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,R. LaFrentz,D. Howard,W. Szczerbiak,BOS,ORL,W. Szczerbiak,/players/s/szczewa02.html,BOS,ORL,R. LaFrentz,/players/l/lafrera01.html,D. Howard,/players/h/howardw01.html,1.0
741,742,200602120NJN,https://www.basketball-reference.com/boxscores/pbp/200602120NJN.html,New Jersey Nets,Milwaukee Bucks,NJN,MIL,N. Krstić,J. Magloire,M. Redd,MIL,NJN,T. Ford,/players/f/fordtj01.html,MIL,NJN,J. Magloire,/players/m/magloja01.html,N. Krstić,/players/k/krstine01.html,1.0
742,743,200602120TOR,https://www.basketball-reference.com/boxscores/pbp/200602120TOR.html,Toronto Raptors,Portland Trail Blazers,TOR,POR,C. Bosh,T. Ratliff,M. Peterson,TOR,POR,M. James,/players/j/jamesmi01.html,TOR,POR,C. Bosh,/players/b/boshch01.html,T. Ratliff,/players/r/ratlith01.html,1.0
743,744,200602120HOU,https://www.basketball-reference.com/boxscores/pbp/200602120HOU.html,Houston Rockets,New York Knicks,HOU,NYK,Y. Ming,E. Curry,M. Taylor,NYK,HOU,J. Crawford,/players/c/crawfja01.html,NYK,HOU,E. Curry,/players/c/curryed01.html,Y. Ming,/players/m/mingya01.html,1.0
744,745,200602120SAC,https://www.basketball-reference.com/boxscores/pbp/200602120SAC.html,Sacramento Kings,Atlanta Hawks,SAC,ATL,B. Miller,J. Smith,B. Miller,ATL,SAC,Z. Pachulia,/players/p/pachuza01.html,SAC,ATL,J. Smith,/players/s/smithjo03.html,B. Miller,/players/m/millebr01.html,0.0
745,746,200602120SEA,https://www.basketball-reference.com/boxscores/pbp/200602120SEA.html,Seattle SuperSonics,Denver Nuggets,SEA,DEN,R. Swift,M. Camby,C. Anthony,DEN,SEA,K. Martin,/players/m/martike01.html,DEN,SEA,M. Camby,/players/c/cambyma01.html,R. Swift,/players/s/swiftro01.html,1.0
746,747,200602120LAC,https://www.basketball-reference.com/boxscores/pbp/200602120LAC.html,Los Angeles Clippers,Chicago Bulls,LAC,CHI,C. Kaman,T. Chandler,L. Deng,CHI,LAC,B. Gordon,/players/g/gordobe01.html,CHI,LAC,T. Chandler,/players/c/chandty01.html,C. Kaman,/players/k/kamanch01.html,1.0
747,748,200602130CLE,https://www.basketball-reference.com/boxscores/pbp/200602130CLE.html,Cleveland Cavaliers,San Antonio Spurs,CLE,SAS,Z. Ilgauskas,R. Nesterović,R. Nesterović,CLE,SAS,L. James,/players/j/jamesle01.html,SAS,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,R. Nesterović,/players/n/nestera01.html,0.0
748,749,200602130CHA,https://www.basketball-reference.com/boxscores/pbp/200602130CHA.html,Charlotte Bobcats,Portland Trail Blazers,CHA,POR,M. Ely,H. Seung-Jin,Z. Randolph,POR,CHA,C. Smith,/players/s/smithch04.html,POR,CHA,H. Seung-Jin,/players/s/seungha01.html,M. Ely,/players/e/elyme01.html,1.0
749,750,200602130MIN,https://www.basketball-reference.com/boxscores/pbp/200602130MIN.html,Minnesota Timberwolves,Toronto Raptors,MIN,TOR,K. Garnett,C. Bosh,T. Hassell,MIN,TOR,A. Carter,/players/c/cartean01.html,MIN,TOR,K. Garnett,/players/g/garneke01.html,C. Bosh,/players/b/boshch01.html,1.0
750,751,200602130NOK,https://www.basketball-reference.com/boxscores/pbp/200602130NOK.html,New Orleans/Oklahoma City Hornets,Washington Wizards,NOK,WAS,P. Brown,B. Haywood,P. Brown,NOK,WAS,S. Claxton,/players/c/claxtsp01.html,NOK,WAS,P. Brown,/players/b/brownpj01.html,B. Haywood,/players/h/haywobr01.html,1.0
751,752,200602130DAL,https://www.basketball-reference.com/boxscores/pbp/200602130DAL.html,Dallas Mavericks,New York Knicks,DAL,NYK,D. Diop,E. Curry,J. Terry,DAL,NYK,J. Terry,/players/t/terryja01.html,DAL,NYK,D. Diop,/players/d/diopde01.html,E. Curry,/players/c/curryed01.html,1.0
752,753,200602130GSW,https://www.basketball-reference.com/boxscores/pbp/200602130GSW.html,Golden State Warriors,Memphis Grizzlies,GSW,MEM,A. Foyle,P. Gasol,P. Gasol,MEM,GSW,C. Atkins,/players/a/atkinch01.html,MEM,GSW,P. Gasol,/players/g/gasolpa01.html,A. Foyle,/players/f/foylead01.html,1.0
753,754,200602130LAL,https://www.basketball-reference.com/boxscores/pbp/200602130LAL.html,Los Angeles Lakers,Utah Jazz,LAL,UTA,K. Brown,J. Collins,B. Cook,UTA,LAL,M. Palacio,/players/p/palacmi01.html,LAL,UTA,J. Collins,/players/c/collija03.html,K. Brown,/players/b/brownkw01.html,0.0
754,755,200602140DET,https://www.basketball-reference.com/boxscores/pbp/200602140DET.html,Detroit Pistons,New Jersey Nets,DET,NJN,B. Wallace,J. Collins,B. Wallace,NJN,DET,R. Jefferson,/players/j/jefferi01.html,DET,NJN,J. Collins,/players/c/collija04.html,B. Wallace,/players/w/wallabe01.html,0.0
755,756,200602140MIA,https://www.basketball-reference.com/boxscores/pbp/200602140MIA.html,Miami Heat,Orlando Magic,MIA,ORL,S. O'Neal,D. Howard,J. Williams,MIA,ORL,J. Williams,/players/w/willija02.html,MIA,ORL,S. O'Neal,/players/o/onealsh01.html,D. Howard,/players/h/howardw01.html,1.0
756,757,200602140MIL,https://www.basketball-reference.com/boxscores/pbp/200602140MIL.html,Milwaukee Bucks,Seattle SuperSonics,MIL,SEA,J. Magloire,R. Swift,J. Magloire,SEA,MIL,N. Collison,/players/c/collini01.html,MIL,SEA,R. Swift,/players/s/swiftro01.html,J. Magloire,/players/m/magloja01.html,0.0
757,758,200602140CHI,https://www.basketball-reference.com/boxscores/pbp/200602140CHI.html,Chicago Bulls,Sacramento Kings,CHI,SAC,T. Chandler,B. Miller,O. Harrington,SAC,CHI,M. Bibby,/players/b/bibbymi01.html,CHI,SAC,B. Miller,/players/m/millebr01.html,T. Chandler,/players/c/chandty01.html,0.0
758,759,200602140LAC,https://www.basketball-reference.com/boxscores/pbp/200602140LAC.html,Los Angeles Clippers,Houston Rockets,LAC,HOU,C. Kaman,Y. Ming,S. Cassell,HOU,LAC,J. Howard,/players/h/howarju01.html,LAC,HOU,Y. Ming,/players/m/mingya01.html,C. Kaman,/players/k/kamanch01.html,0.0
759,760,200602150IND,https://www.basketball-reference.com/boxscores/pbp/200602150IND.html,Indiana Pacers,Milwaukee Bucks,IND,MIL,J. Foster,J. Magloire,A. Johnson,IND,MIL,A. Johnson,/players/j/johnsan02.html,IND,MIL,J. Foster,/players/f/fosteje01.html,J. Magloire,/players/m/magloja01.html,1.0
760,761,200602150ORL,https://www.basketball-reference.com/boxscores/pbp/200602150ORL.html,Orlando Magic,Miami Heat,ORL,MIA,D. Howard,S. O'Neal,U. Haslem,MIA,ORL,J. Williams,/players/w/willija02.html,MIA,ORL,S. O'Neal,/players/o/onealsh01.html,D. Howard,/players/h/howardw01.html,1.0
761,762,200602150PHI,https://www.basketball-reference.com/boxscores/pbp/200602150PHI.html,Philadelphia 76ers,San Antonio Spurs,PHI,SAS,S. Dalembert,R. Nesterović,A. Iguodala,SAS,PHI,T. Parker,/players/p/parketo01.html,PHI,SAS,R. Nesterović,/players/n/nestera01.html,S. Dalembert,/players/d/dalemsa01.html,0.0
762,763,200602150BOS,https://www.basketball-reference.com/boxscores/pbp/200602150BOS.html,Boston Celtics,Cleveland Cavaliers,BOS,CLE,R. LaFrentz,Z. Ilgauskas,L. James,CLE,BOS,D. Gooden,/players/g/goodedr01.html,CLE,BOS,Z. Ilgauskas,/players/i/ilgauzy01.html,R. LaFrentz,/players/l/lafrera01.html,1.0
763,764,200602150CHA,https://www.basketball-reference.com/boxscores/pbp/200602150CHA.html,Charlotte Bobcats,New Jersey Nets,CHA,NJN,M. Ely,J. Collins,N. Krstić,NJN,CHA,V. Carter,/players/c/cartevi01.html,NJN,CHA,J. Collins,/players/c/collija04.html,M. Ely,/players/e/elyme01.html,1.0
764,765,200602150NYK,https://www.basketball-reference.com/boxscores/pbp/200602150NYK.html,New York Knicks,Toronto Raptors,NYK,TOR,E. Curry,C. Bosh,E. Curry,NYK,TOR,J. Crawford,/players/c/crawfja01.html,NYK,TOR,E. Curry,/players/c/curryed01.html,C. Bosh,/players/b/boshch01.html,1.0
765,766,200602150MEM,https://www.basketball-reference.com/boxscores/pbp/200602150MEM.html,Memphis Grizzlies,Sacramento Kings,MEM,SAC,P. Gasol,B. Miller,C. Atkins,SAC,MEM,K. Martin,/players/m/martike02.html,MEM,SAC,B. Miller,/players/m/millebr01.html,P. Gasol,/players/g/gasolpa01.html,0.0
766,767,200602150MIN,https://www.basketball-reference.com/boxscores/pbp/200602150MIN.html,Minnesota Timberwolves,Seattle SuperSonics,MIN,SEA,K. Garnett,R. Swift,A. Carter,SEA,MIN,N. Collison,/players/c/collini01.html,MIN,SEA,R. Swift,/players/s/swiftro01.html,K. Garnett,/players/g/garneke01.html,0.0
767,768,200602150NOK,https://www.basketball-reference.com/boxscores/pbp/200602150NOK.html,New Orleans/Oklahoma City Hornets,Portland Trail Blazers,NOK,POR,P. Brown,H. Seung-Jin,D. West,POR,NOK,J. Dixon,/players/d/dixonju01.html,NOK,POR,H. Seung-Jin,/players/s/seungha01.html,P. Brown,/players/b/brownpj01.html,0.0
768,769,200602150DAL,https://www.basketball-reference.com/boxscores/pbp/200602150DAL.html,Dallas Mavericks,Washington Wizards,DAL,WAS,D. Diop,J. Jeffries,D. Nowitzki,WAS,DAL,G. Arenas,/players/a/arenagi01.html,DAL,WAS,J. Jeffries,/players/j/jeffrja01.html,D. Diop,/players/d/diopde01.html,0.0
769,770,200602150DEN,https://www.basketball-reference.com/boxscores/pbp/200602150DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,M. Camby,K. Thomas,M. Camby,DEN,PHO,A. Miller,/players/m/millean02.html,DEN,PHO,M. Camby,/players/c/cambyma01.html,K. Thomas,/players/t/thomaku01.html,1.0
770,771,200602150GSW,https://www.basketball-reference.com/boxscores/pbp/200602150GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,A. Foyle,C. Kaman,J. Richardson,LAC,GSW,E. Brand,/players/b/brandel01.html,GSW,LAC,C. Kaman,/players/k/kamanch01.html,A. Foyle,/players/f/foylead01.html,0.0
771,772,200602150LAL,https://www.basketball-reference.com/boxscores/pbp/200602150LAL.html,Los Angeles Lakers,Atlanta Hawks,LAL,ATL,K. Brown,J. Smith,K. Bryant,LAL,ATL,K. Bryant,/players/b/bryanko01.html,LAL,ATL,K. Brown,/players/b/brownkw01.html,J. Smith,/players/s/smithjo03.html,1.0
772,773,200602160CHI,https://www.basketball-reference.com/boxscores/pbp/200602160CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,T. Chandler,S. Dalembert,B. Gordon,CHI,PHI,O. Harrington,/players/h/harriot01.html,CHI,PHI,T. Chandler,/players/c/chandty01.html,S. Dalembert,/players/d/dalemsa01.html,1.0
773,774,200602160PHO,https://www.basketball-reference.com/boxscores/pbp/200602160PHO.html,Phoenix Suns,Houston Rockets,PHO,HOU,S. Marion,Y. Ming,K. Thomas,PHO,HOU,S. Nash,/players/n/nashst01.html,PHO,HOU,S. Marion,/players/m/mariosh01.html,Y. Ming,/players/m/mingya01.html,1.0
774,775,200602210CLE,https://www.basketball-reference.com/boxscores/pbp/200602210CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Z. Ilgauskas,D. Howard,Z. Ilgauskas,CLE,ORL,D. Gooden,/players/g/goodedr01.html,CLE,ORL,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Howard,/players/h/howardw01.html,1.0
775,776,200602210IND,https://www.basketball-reference.com/boxscores/pbp/200602210IND.html,Indiana Pacers,New Orleans/Oklahoma City Hornets,IND,NOK,J. Foster,P. Brown,C. Paul,NOK,IND,C. Paul,/players/p/paulch01.html,NOK,IND,P. Brown,/players/b/brownpj01.html,J. Foster,/players/f/fosteje01.html,1.0
776,777,200602210WAS,https://www.basketball-reference.com/boxscores/pbp/200602210WAS.html,Washington Wizards,Minnesota Timberwolves,WAS,MIN,J. Jeffries,M. Blount,A. Carter,MIN,WAS,A. Carter,/players/c/cartean01.html,MIN,WAS,M. Blount,/players/b/blounma01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
777,778,200602210DET,https://www.basketball-reference.com/boxscores/pbp/200602210DET.html,Detroit Pistons,Atlanta Hawks,DET,ATL,B. Wallace,J. Smith,T. Prince,DET,ATL,C. Billups,/players/b/billuch01.html,DET,ATL,B. Wallace,/players/w/wallabe01.html,J. Smith,/players/s/smithjo03.html,1.0
778,779,200602210MEM,https://www.basketball-reference.com/boxscores/pbp/200602210MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,P. Gasol,C. Bosh,P. Gasol,MEM,TOR,C. Atkins,/players/a/atkinch01.html,MEM,TOR,P. Gasol,/players/g/gasolpa01.html,C. Bosh,/players/b/boshch01.html,1.0
779,780,200602210MIL,https://www.basketball-reference.com/boxscores/pbp/200602210MIL.html,Milwaukee Bucks,New Jersey Nets,MIL,NJN,J. Magloire,J. Collins,R. Jefferson,NJN,MIL,N. Krstić,/players/k/krstine01.html,NJN,MIL,J. Collins,/players/c/collija04.html,J. Magloire,/players/m/magloja01.html,1.0
780,781,200602210DAL,https://www.basketball-reference.com/boxscores/pbp/200602210DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,D. Diop,C. Kaman,C. Kaman,LAC,DAL,S. Cassell,/players/c/cassesa01.html,LAC,DAL,C. Kaman,/players/k/kamanch01.html,D. Diop,/players/d/diopde01.html,1.0
781,782,200602210SAS,https://www.basketball-reference.com/boxscores/pbp/200602210SAS.html,San Antonio Spurs,Seattle SuperSonics,SAS,SEA,N. Mohammed,J. Petro,T. Parker,SAS,SEA,T. Duncan,/players/d/duncati01.html,SAS,SEA,N. Mohammed,/players/m/mohamna01.html,J. Petro,/players/p/petrojo01.html,1.0
782,783,200602210DEN,https://www.basketball-reference.com/boxscores/pbp/200602210DEN.html,Denver Nuggets,Charlotte Bobcats,DEN,CHA,M. Camby,M. Ely,G. Buckner,DEN,CHA,G. Buckner,/players/b/buckngr01.html,DEN,CHA,M. Camby,/players/c/cambyma01.html,M. Ely,/players/e/elyme01.html,1.0
783,784,200602210UTA,https://www.basketball-reference.com/boxscores/pbp/200602210UTA.html,Utah Jazz,Boston Celtics,UTA,BOS,J. Collins,R. LaFrentz,K. McLeod,UTA,BOS,M. Okur,/players/o/okurme01.html,UTA,BOS,J. Collins,/players/c/collija03.html,R. LaFrentz,/players/l/lafrera01.html,1.0
784,785,200602210SAC,https://www.basketball-reference.com/boxscores/pbp/200602210SAC.html,Sacramento Kings,Golden State Warriors,SAC,GSW,B. Miller,A. Foyle,K. Thomas,SAC,GSW,K. Martin,/players/m/martike02.html,SAC,GSW,B. Miller,/players/m/millebr01.html,A. Foyle,/players/f/foylead01.html,1.0
785,786,200602210LAL,https://www.basketball-reference.com/boxscores/pbp/200602210LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,K. Brown,H. Seung-Jin,D. Miles,POR,LAL,Z. Randolph,/players/r/randoza01.html,POR,LAL,H. Seung-Jin,/players/s/seungha01.html,K. Brown,/players/b/brownkw01.html,1.0
786,787,200602220ATL,https://www.basketball-reference.com/boxscores/pbp/200602220ATL.html,Atlanta Hawks,Seattle SuperSonics,ATL,SEA,J. Smith,J. Petro,R. Allen,ATL,SEA,Z. Pachulia,/players/p/pachuza01.html,SEA,ATL,J. Smith,/players/s/smithjo03.html,J. Petro,/players/p/petrojo01.html,0.0
787,788,200602220PHI,https://www.basketball-reference.com/boxscores/pbp/200602220PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,S. Dalembert,Z. Ilgauskas,A. Iguodala,CLE,PHI,D. Gooden,/players/g/goodedr01.html,PHI,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,S. Dalembert,/players/d/dalemsa01.html,0.0
788,789,200602220NJN,https://www.basketball-reference.com/boxscores/pbp/200602220NJN.html,New Jersey Nets,Orlando Magic,NJN,ORL,J. Collins,D. Howard,V. Carter,NJN,ORL,J. Kidd,/players/k/kiddja01.html,NJN,ORL,J. Collins,/players/c/collija04.html,D. Howard,/players/h/howardw01.html,1.0
789,790,200602220NYK,https://www.basketball-reference.com/boxscores/pbp/200602220NYK.html,New York Knicks,Miami Heat,NYK,MIA,E. Curry,S. O'Neal,U. Haslem,NYK,MIA,S. Marbury,/players/m/marbust01.html,MIA,NYK,E. Curry,/players/c/curryed01.html,S. O'Neal,/players/o/onealsh01.html,0.0
790,791,200602220NOK,https://www.basketball-reference.com/boxscores/pbp/200602220NOK.html,New Orleans/Oklahoma City Hornets,Utah Jazz,NOK,UTA,P. Brown,J. Collins,D. Mason,NOK,UTA,C. Paul,/players/p/paulch01.html,NOK,UTA,P. Brown,/players/b/brownpj01.html,J. Collins,/players/c/collija03.html,1.0
791,792,200602220CHI,https://www.basketball-reference.com/boxscores/pbp/200602220CHI.html,Chicago Bulls,Milwaukee Bucks,CHI,MIL,T. Chandler,J. Magloire,B. Simmons,CHI,MIL,O. Harrington,/players/h/harriot01.html,MIL,CHI,T. Chandler,/players/c/chandty01.html,J. Magloire,/players/m/magloja01.html,0.0
792,793,200602220HOU,https://www.basketball-reference.com/boxscores/pbp/200602220HOU.html,Houston Rockets,Los Angeles Clippers,HOU,LAC,Y. Ming,C. Kaman,R. Alston,HOU,LAC,J. Howard,/players/h/howarju01.html,HOU,LAC,Y. Ming,/players/m/mingya01.html,C. Kaman,/players/k/kamanch01.html,1.0
793,794,200602220PHO,https://www.basketball-reference.com/boxscores/pbp/200602220PHO.html,Phoenix Suns,Boston Celtics,PHO,BOS,K. Thomas,R. LaFrentz,S. Marion,PHO,BOS,S. Marion,/players/m/mariosh01.html,PHO,BOS,K. Thomas,/players/t/thomaku01.html,R. LaFrentz,/players/l/lafrera01.html,1.0
794,795,200602220POR,https://www.basketball-reference.com/boxscores/pbp/200602220POR.html,Portland Trail Blazers,Charlotte Bobcats,POR,CHA,H. Seung-Jin,M. Ely,P. Brezec,CHA,POR,R. Felton,/players/f/feltora01.html,CHA,POR,M. Ely,/players/e/elyme01.html,H. Seung-Jin,/players/s/seungha01.html,1.0
795,796,200602230DET,https://www.basketball-reference.com/boxscores/pbp/200602230DET.html,Detroit Pistons,Indiana Pacers,DET,IND,B. Wallace,J. Foster,J. Foster,IND,DET,A. Johnson,/players/j/johnsan02.html,IND,DET,J. Foster,/players/f/fosteje01.html,B. Wallace,/players/w/wallabe01.html,1.0
796,797,200602230DAL,https://www.basketball-reference.com/boxscores/pbp/200602230DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,D. Diop,P. Gasol,L. Wright,MEM,DAL,C. Atkins,/players/a/atkinch01.html,MEM,DAL,P. Gasol,/players/g/gasolpa01.html,D. Diop,/players/d/diopde01.html,1.0
797,798,200602230LAL,https://www.basketball-reference.com/boxscores/pbp/200602230LAL.html,Los Angeles Lakers,Sacramento Kings,LAL,SAC,C. Mihm,B. Miller,M. Bibby,LAL,SAC,L. Odom,/players/o/odomla01.html,SAC,LAL,C. Mihm,/players/m/mihmch01.html,B. Miller,/players/m/millebr01.html,0.0
798,799,200602240IND,https://www.basketball-reference.com/boxscores/pbp/200602240IND.html,Indiana Pacers,Atlanta Hawks,IND,ATL,J. Foster,J. Smith,A. Harrington,ATL,IND,R. Ivey,/players/i/iveyro01.html,ATL,IND,J. Smith,/players/s/smithjo03.html,J. Foster,/players/f/fosteje01.html,1.0
799,800,200602240ORL,https://www.basketball-reference.com/boxscores/pbp/200602240ORL.html,Orlando Magic,Seattle SuperSonics,ORL,SEA,D. Howard,J. Petro,C. Wilcox,ORL,SEA,D. Howard,/players/h/howardw01.html,SEA,ORL,D. Howard,/players/h/howardw01.html,J. Petro,/players/p/petrojo01.html,0.0
800,801,200602240CLE,https://www.basketball-reference.com/boxscores/pbp/200602240CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,Z. Ilgauskas,J. Jeffries,C. Butler,CLE,WAS,S. Pavlović,/players/p/pavloal01.html,WAS,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Jeffries,/players/j/jeffrja01.html,0.0
801,802,200602240MEM,https://www.basketball-reference.com/boxscores/pbp/200602240MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,P. Gasol,N. Mohammed,T. Duncan,MEM,SAS,J. Tsakalidis,/players/t/tsakaja01.html,SAS,MEM,P. Gasol,/players/g/gasolpa01.html,N. Mohammed,/players/m/mohamna01.html,0.0
802,803,200602240MIN,https://www.basketball-reference.com/boxscores/pbp/200602240MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,K. Garnett,M. Camby,T. Hassell,MIN,DEN,A. Carter,/players/c/cartean01.html,MIN,DEN,K. Garnett,/players/g/garneke01.html,M. Camby,/players/c/cambyma01.html,1.0
803,804,200602240NYK,https://www.basketball-reference.com/boxscores/pbp/200602240NYK.html,New York Knicks,New Jersey Nets,NYK,NJN,E. Curry,J. Collins,R. Jefferson,NJN,NYK,J. Kidd,/players/k/kiddja01.html,NJN,NYK,J. Collins,/players/c/collija04.html,E. Curry,/players/c/curryed01.html,1.0
804,805,200602240CHI,https://www.basketball-reference.com/boxscores/pbp/200602240CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,T. Chandler,B. Wallace,B. Wallace,DET,CHI,C. Billups,/players/b/billuch01.html,DET,CHI,B. Wallace,/players/w/wallabe01.html,T. Chandler,/players/c/chandty01.html,1.0
805,806,200602240HOU,https://www.basketball-reference.com/boxscores/pbp/200602240HOU.html,Houston Rockets,Golden State Warriors,HOU,GSW,Y. Ming,A. Foyle,K. Bogans,GSW,HOU,M. Piétrus,/players/p/pietrmi01.html,HOU,GSW,A. Foyle,/players/f/foylead01.html,Y. Ming,/players/m/mingya01.html,0.0
806,807,200602240MIL,https://www.basketball-reference.com/boxscores/pbp/200602240MIL.html,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,J. Magloire,S. Hunter,S. Hunter,PHI,MIL,A. Iverson,/players/i/iversal01.html,PHI,MIL,S. Hunter,/players/h/huntest01.html,J. Magloire,/players/m/magloja01.html,1.0
807,808,200602240POR,https://www.basketball-reference.com/boxscores/pbp/200602240POR.html,Portland Trail Blazers,Boston Celtics,POR,BOS,Travis Outlaw,Raef LaFrentz,Paul Pierce,BOS,POR,,,BOS,POR,Raef LaFrentz,/players/l/lafrera01.html,Travis Outlaw,/players/o/outlatr01.html,1.0
808,809,200602240LAC,https://www.basketball-reference.com/boxscores/pbp/200602240LAC.html,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,C. Kaman,C. Mihm,S. Cassell,LAC,LAL,V. Radmanović,/players/r/radmavl01.html,LAC,LAL,C. Kaman,/players/k/kamanch01.html,C. Mihm,/players/m/mihmch01.html,1.0
809,810,200602250DAL,https://www.basketball-reference.com/boxscores/pbp/200602250DAL.html,Dallas Mavericks,Toronto Raptors,DAL,TOR,D. Diop,C. Bosh,C. Bosh,TOR,DAL,M. James,/players/j/jamesmi01.html,TOR,DAL,C. Bosh,/players/b/boshch01.html,D. Diop,/players/d/diopde01.html,1.0
810,811,200602250ATL,https://www.basketball-reference.com/boxscores/pbp/200602250ATL.html,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,J. Smith,J. Magloire,J. Johnson,ATL,MIL,Z. Pachulia,/players/p/pachuza01.html,ATL,MIL,J. Smith,/players/s/smithjo03.html,J. Magloire,/players/m/magloja01.html,1.0
811,812,200602250WAS,https://www.basketball-reference.com/boxscores/pbp/200602250WAS.html,Washington Wizards,New York Knicks,WAS,NYK,J. Jeffries,E. Curry,G. Arenas,NYK,WAS,Q. Richardson,/players/r/richaqu01.html,WAS,NYK,E. Curry,/players/c/curryed01.html,J. Jeffries,/players/j/jeffrja01.html,0.0
812,813,200602250MIA,https://www.basketball-reference.com/boxscores/pbp/200602250MIA.html,Miami Heat,Seattle SuperSonics,MIA,SEA,S. O'Neal,J. Petro,R. Allen,MIA,SEA,J. Williams,/players/w/willija02.html,SEA,MIA,S. O'Neal,/players/o/onealsh01.html,J. Petro,/players/p/petrojo01.html,0.0
